date,weekday,schedule_items,category_code,category,live_entries_before,disposition,action,live_entries_after
2017-09-15,五,我的世界网易手游上线宣传,0,已有条目·内容一致,2017-09-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-15-live-01
2017-09-16,六,绝地求生 | 团队吃鸡,0,已有条目·内容一致,2017-09-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-16-live-01
2017-09-17,日,心灵砒霜 | 邮件31,0,已有条目·内容一致,2017-09-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-17-live-01
2017-09-18,一,"烹调,上菜,美味 Cook,Serve,Delicious",0,已有条目·内容一致,2017-09-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-18-live-01
2017-09-19,二,"烹调,上菜,美味 Cook,Serve,Delicious",0,已有条目·内容一致,2017-09-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-19-live-01
2017-09-20,三,尬聊 | 欧洲卡车模拟2 Euro Truck Simulator 2,0,已有条目·内容一致,2017-09-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-20-live-01
2017-09-21,四,尬聊141 | 马自达cx-5广告 | 149.0,2,已有条目·缺内容,2017-09-21-live-01,节目单另记「马自达cx-5广告」，条目未收；只有节目单一处，未改条目,,2017-09-21-live-01
2017-09-22,五,欧洲卡车模拟2 Euro Truck Simulator 2 | 尬聊,0,已有条目·内容一致,2017-09-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-22-live-01
2017-09-23,六,尬聊 | 欧洲卡车模拟2 Euro Truck Simulator 2,0,已有条目·内容一致,2017-09-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-23-live-01
2017-09-24,日,请假,6,非直播／活动／休息,,节目单：请假,,
2017-09-25,一,心灵砒霜 | 邮件30,0,已有条目·内容一致,2017-09-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-25-live-01
2017-09-26,二,休息,6,非直播／活动／休息,,节目单：休息,,
2017-09-27,三,欧洲卡车模拟2 Euro Truck Simulator 2,0,已有条目·内容一致,2017-09-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-27-live-01
2017-09-28,四,绝地求生,0,已有条目·内容一致,2017-09-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-28-live-01
2017-09-29,五,休息,6,非直播／活动／休息,,节目单：休息,,
2017-09-30,六,茶杯头 Cuphead,0,已有条目·内容一致,2017-09-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-30-live-01
2017-10-01,日,心灵砒霜197 | 邮件21 | 茶杯头 Cuphead,0,已有条目·内容一致,2017-10-01-live-01 | 2017-10-01-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-01-live-01 | 2017-10-01-live-02
2017-10-02,一,茶杯头 Cuphead,0,已有条目·内容一致,2017-10-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-02-live-01
2017-10-03,二,生日 | 大周歌会,2,已有条目·缺内容,2017-10-03-live-01,节目单另记「生日」，条目未收；只有节目单一处，未改条目,,2017-10-03-live-01
2017-10-04,三,中秋休息,6,非直播／活动／休息,,节目单：中秋休息,,
2017-10-05,四,跟豆豆逛街吃串,0,已有条目·内容一致,2017-10-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-05-live-01
2017-10-06,五,跟豆豆逛街唱K,0,已有条目·内容一致,2017-10-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-06-live-01
2017-10-07,六,在家cosplay,0,已有条目·内容一致,2017-10-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-07-live-01
2017-10-08,日,蒙古包吃饭,0,已有条目·内容一致,2017-10-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-08-live-01
2017-10-09,一,回京,6,非直播／活动／休息,,节目单：回京,,
2017-10-10,二,神奇的青蛙 Amazing Frog,0,已有条目·内容一致,2017-10-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-10-live-01
2017-10-11,三,不要切到手 Don't cut your hand | 欧洲卡车模拟2 Euro Truck Simulator 2,0,已有条目·内容一致,2017-10-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-11-live-01
2017-10-12,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-10-13,五,绝地求生,0,已有条目·内容一致,2017-10-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-13-live-01
2017-10-14,六,油管主播 Youtuer Life,0,已有条目·内容一致,2017-10-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-14-live-01
2017-10-15,日,心灵砒霜 | 邮件26,0,已有条目·内容一致,2017-10-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-15-live-01
2017-10-16,一,贴壁纸,6,非直播／活动／休息,,节目单：贴壁纸,,
2017-10-17,二,光线Linelinght,0,已有条目·内容一致,2017-10-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-17-live-01
2017-10-18,三,GT sport线下活动 | 聊天唱歌,0,已有条目·内容一致,2017-10-18-live-01 | 2017-10-18-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-18-live-01 | 2017-10-18-live-02
2017-10-19,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-10-20,五,坚持战斗 Stick Fight | 大周歌会,2,已有条目·缺内容,2017-10-20-live-01 | 2017-10-20-live-02,节目单：坚持战斗 Stick Fight | 大周歌会,更正游戏 id：录像封面是 Stick Fight: The Game（联机菜单），游戏由 stickman 改为 stick-fight-the-game,2017-10-20-live-01 | 2017-10-20-live-02
2017-10-21,六,坚持战斗 Stick Fight,2,已有条目·缺内容,2017-10-21-live-01,节目单：坚持战斗 Stick Fight,更正游戏 id：录像画面角标 stickfight，游戏由 stickman 改为 stick-fight-the-game,2017-10-21-live-01
2017-10-22,日,心灵砒霜 | 邮件27 | 斗地主,0,已有条目·内容一致,2017-10-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-22-live-01
2017-10-23,一,生锈小湖Rusty Lake 1-6章,0,已有条目·内容一致,2017-10-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-23-live-01
2017-10-24,二,生锈小湖Rusty Lake 连播,0,已有条目·内容一致,2017-10-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-24-live-01
2017-10-25,三,生锈小湖：根源 Rusty Lake：Roots 上,0,已有条目·内容一致,2017-10-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-25-live-01
2017-10-26,四,生锈小湖：根源 Rusty Lake：Roots 下,0,已有条目·内容一致,2017-10-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-26-live-01
2017-10-27,五,绝地求生 | 斗地主,0,已有条目·内容一致,2017-10-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-27-live-01
2017-10-28,六,宝藏世界,0,已有条目·内容一致,2017-10-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-28-live-01
2017-10-29,日,绝地求生 | 心灵砒霜 | 邮件19,2,已有条目·缺内容,2017-10-29-live-01,节目单另记「绝地求生」，条目未收；只有节目单一处，未改条目,,2017-10-29-live-01
2017-10-30,一,聊天 | 斗地主,0,已有条目·内容一致,2017-10-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-10-30-live-01
2017-10-31,二,休息,6,非直播／活动／休息,,节目单：休息,,
2017-11-01,三,休息,6,非直播／活动／休息,,节目单：休息,,
2017-11-02,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-11-03,五,小猫钓鱼 Cat Goes Fishing,0,已有条目·内容一致,2017-11-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-03-live-01
2017-11-04,六,小猫钓鱼 Cat Goes Fishing,0,已有条目·内容一致,2017-11-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-04-live-01
2017-11-05,日,心灵砒霜 | 邮件18 | 城堡毁灭者 Castle Crashers,0,已有条目·内容一致,2017-11-05-live-01 | 2017-11-05-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-05-live-01 | 2017-11-05-live-02
2017-11-06,一,绝地求生,0,已有条目·内容一致,2017-11-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-06-live-01
2017-11-07,二,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-07-live-01
2017-11-08,三,Sonic Forces 索尼克：力量 | Super Mario Odyssey 超级马里奥：奥德赛,2,已有条目·缺内容,2017-11-08-live-01,节目单另记「Sonic Forces 索尼克：力量」，条目未收；只有节目单一处，未改条目,,2017-11-08-live-01
2017-11-09,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-11-10,五,绝地求生 | Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-10-live-01
2017-11-11,六,绝地求生 | Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-11-live-01
2017-11-12,日,心灵砒霜 | 邮件22,0,已有条目·内容一致,2017-11-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-12-live-01
2017-11-13,一,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-13-live-01
2017-11-14,二,和班尼特福迪一起攻克难关 Getting Over It with Bennett Foddy,0,已有条目·内容一致,2017-11-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-14-live-01
2017-11-15,三,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-15-live-01
2017-11-16,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-11-17,五,和班尼特福迪一起攻克难关 Getting Over It with Bennett Foddy | Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-17-live-01
2017-11-18,六,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-18-live-01
2017-11-19,日,心灵砒霜 | 邮件19 | 66说书,0,已有条目·内容一致,2017-11-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-19-live-01
2017-11-20,一,休息,6,非直播／活动／休息,,节目单：休息,,
2017-11-21,二,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-21-live-01
2017-11-22,三,兔宝宝 Tiny Toon | Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-22-live-01
2017-11-23,四,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-23-live-01
2017-11-24,五,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-24-live-01
2017-11-25,六,Super Mario Odyssey 超级马里奥：奥德赛,0,已有条目·内容一致,2017-11-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-25-live-01
2017-11-26,日,心灵砒霜 | 邮件18 | 66说书,0,已有条目·内容一致,2017-11-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-11-26-live-01
2017-11-27,一,电影客串,6,非直播／活动／休息,,节目单：电影客串,,
2017-11-28,二,大周,6,非直播／活动／休息,,节目单：大周,,
2017-11-29,三,放,6,非直播／活动／休息,,节目单：放,,
2017-11-30,四,长假,6,非直播／活动／休息,,节目单：长假,,
2017-12-01,五,啊,6,非直播／活动／休息,,节目单：啊,,
2017-12-02,六,冰湖 Ice Lakes,0,已有条目·内容一致,2017-12-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-12-02-live-01
2017-12-03,日,心灵砒霜 | 邮件26,0,已有条目·内容一致,2017-12-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-12-03-live-01
2017-12-04,一,冰湖 Ice Lakes,0,已有条目·内容一致,2017-12-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-12-04-live-01
2017-12-05,二,圣殿春秋之死灰复燃 Ken Follett's The Pillars of the Earth,0,已有条目·内容一致,2017-12-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-12-05-live-01
2017-12-06,三,绝地求生,0,已有条目·内容一致,2017-12-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-12-06-live-01
2017-12-07,四,微博V影响力峰会,6,非直播／活动／休息,,节目单：微博V影响力峰会,,
2017-12-08,五,Tracks - The Train Set | 绝地求生 | 66说书,0,已有条目·内容一致,2017-12-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-12-08-live-01
2017-12-09,六,王权2：女王陛下 Reigns: Her Majesty | 谋杀之谜,0,已有条目·内容一致,2017-12-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-12-09-live-01
